TestNum,TESTNAME, FT LoLim,FT HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA1 LoLim,QA1 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA2 LoLim,QA2 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA3 LoLim,QA3 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit
111629,IS5_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111629,IS5_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111629,IS5_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111629,IS5_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
111630,IS6_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111630,IS6_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111630,IS6_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111630,IS6_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
111631,IS7_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111631,IS7_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111631,IS7_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111631,IS7_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
111632,IS8_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111632,IS8_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111632,IS8_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111632,IS8_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
111633,IS9_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111633,IS9_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111633,IS9_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111633,IS9_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
111634,IS10_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111634,IS10_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111634,IS10_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111634,IS10_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
111635,IS11_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111635,IS11_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111635,IS11_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111635,IS11_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
111636,IS12_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111636,IS12_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111636,IS12_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111636,IS12_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
111637,IS13_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111637,IS13_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111637,IS13_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111637,IS13_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
111638,IS14_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111638,IS14_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111638,IS14_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111638,IS14_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
111639,IS15_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111639,IS15_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111639,IS15_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111639,IS15_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
111640,IS16_avg_1k0mode_650uA,90,200,scaleNoScaling,A,,%1.3f,,,,,111640,IS16_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111640,IS16_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,,,,111640,IS16_avg_1k0mode_650uA,89.5,200.5,scaleNoScaling,A,,%1.3f,,
111641,IS1_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111641,IS1_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111641,IS1_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111641,IS1_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111642,IS2_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111642,IS2_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111642,IS2_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111642,IS2_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111643,IS3_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111643,IS3_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111643,IS3_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111643,IS3_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111644,IS4_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111644,IS4_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111644,IS4_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111644,IS4_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111645,IS5_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111645,IS5_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111645,IS5_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111645,IS5_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111646,IS6_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111646,IS6_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111646,IS6_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111646,IS6_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111647,IS7_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111647,IS7_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111647,IS7_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111647,IS7_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111648,IS8_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111648,IS8_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111648,IS8_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111648,IS8_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111649,IS9_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111649,IS9_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111649,IS9_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111649,IS9_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111650,IS10_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111650,IS10_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111650,IS10_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111650,IS10_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111651,IS11_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111651,IS11_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111651,IS11_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111651,IS11_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111652,IS12_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111652,IS12_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111652,IS12_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111652,IS12_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111653,IS13_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111653,IS13_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111653,IS13_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111653,IS13_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111654,IS14_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111654,IS14_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111654,IS14_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111654,IS14_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111655,IS15_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111655,IS15_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111655,IS15_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111655,IS15_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111656,IS16_avg_1k0mode_acc_err_per100uA,-7,7,scaleNoScaling,%,,%1.3f,,,,,111656,IS16_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111656,IS16_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,,,,111656,IS16_avg_1k0mode_acc_err_per100uA,-7.5,7.5,scaleNoScaling,%,,%1.3f,,
111657,IS1_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111657,IS1_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111657,IS1_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111657,IS1_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111658,IS2_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111658,IS2_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111658,IS2_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111658,IS2_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111659,IS3_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111659,IS3_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111659,IS3_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111659,IS3_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111660,IS4_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111660,IS4_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111660,IS4_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111660,IS4_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111661,IS5_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111661,IS5_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111661,IS5_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111661,IS5_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111662,IS6_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111662,IS6_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111662,IS6_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111662,IS6_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111663,IS7_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111663,IS7_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111663,IS7_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111663,IS7_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111664,IS8_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111664,IS8_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111664,IS8_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111664,IS8_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111665,IS9_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111665,IS9_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111665,IS9_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111665,IS9_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111666,IS10_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111666,IS10_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111666,IS10_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111666,IS10_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111667,IS11_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111667,IS11_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111667,IS11_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111667,IS11_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111668,IS12_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111668,IS12_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111668,IS12_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111668,IS12_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111669,IS13_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111669,IS13_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111669,IS13_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111669,IS13_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111670,IS14_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111670,IS14_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111670,IS14_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111670,IS14_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111671,IS15_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111671,IS15_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111671,IS15_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111671,IS15_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111672,IS16_avg_500ohmmode_acc_err_per180uA,-9,9,scaleNoScaling,%,,%1.3f,,,,,111672,IS16_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111672,IS16_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,,,,111672,IS16_avg_500ohmmode_acc_err_per180uA,-10,10,scaleNoScaling,%,,%1.3f,,
111673,IS1_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111673,IS1_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111673,IS1_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111673,IS1_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111674,IS2_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111674,IS2_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111674,IS2_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111674,IS2_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111675,IS3_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111675,IS3_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111675,IS3_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111675,IS3_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111676,IS4_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111676,IS4_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111676,IS4_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111676,IS4_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111677,IS5_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111677,IS5_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111677,IS5_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111677,IS5_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111678,IS6_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111678,IS6_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111678,IS6_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111678,IS6_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111679,IS7_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111679,IS7_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111679,IS7_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111679,IS7_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111680,IS8_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111680,IS8_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111680,IS8_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111680,IS8_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111681,IS9_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111681,IS9_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111681,IS9_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111681,IS9_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111682,IS10_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111682,IS10_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111682,IS10_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111682,IS10_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111683,IS11_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111683,IS11_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111683,IS11_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111683,IS11_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111684,IS12_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111684,IS12_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111684,IS12_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111684,IS12_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111685,IS13_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111685,IS13_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111685,IS13_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111685,IS13_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111686,IS14_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111686,IS14_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111686,IS14_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111686,IS14_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111687,IS15_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111687,IS15_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111687,IS15_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111687,IS15_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111688,IS16_avg_1k0mode_acc_err_per200uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111688,IS16_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111688,IS16_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111688,IS16_avg_1k0mode_acc_err_per200uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111689,IS1_avg_500ohmmode_acc_err_per360uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111689,IS1_avg_500ohmmode_acc_err_per360uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111689,IS1_avg_500ohmmode_acc_err_per360uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111689,IS1_avg_500ohmmode_acc_err_per360uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111690,IS2_avg_500ohmmode_acc_err_per360uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111690,IS2_avg_500ohmmode_acc_err_per360uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111690,IS2_avg_500ohmmode_acc_err_per360uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111690,IS2_avg_500ohmmode_acc_err_per360uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111691,IS3_avg_500ohmmode_acc_err_per360uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111691,IS3_avg_500ohmmode_acc_err_per360uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111691,IS3_avg_500ohmmode_acc_err_per360uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111691,IS3_avg_500ohmmode_acc_err_per360uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
111692,IS4_avg_500ohmmode_acc_err_per360uA,-5,5,scaleNoScaling,%,,%1.3f,,,,,111692,IS4_avg_500ohmmode_acc_err_per360uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111692,IS4_avg_500ohmmode_acc_err_per360uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,,,,111692,IS4_avg_500ohmmode_acc_err_per360uA,-5.5,5.5,scaleNoScaling,%,,%1.3f,,
