TestNum,TESTNAME, FT LoLim,FT HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA1 LoLim,QA1 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA2 LoLim,QA2 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,,,TestNum,TESTNAME,QA3 LoLim,QA3 HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit,TestNum,TESTNAME,CHAR LoLim,CHAR HiLim,Scale,Unit,PinName,Format,ForceValue,ForceUnit
111672,IS13_avg_1k1mode_acc_err_per300uA,-2.17,1.17,scaleNoScaling,%,,%1.3f,,,,,111672,IS13_avg_1k1mode_acc_err_per300uA,-3.14,3.37,scaleNoScaling,%,,%1.3f,,,,,111672,IS13_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,,,111672,IS13_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,,111672,IS13_avg_1k1mode_acc_err_per300uA,-3.3,3.3,scaleNoScaling,%,,%1.3f,,
111673,IS1_avg_1k0mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111673,IS1_avg_1k0mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111673,IS1_avg_1k0mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111673,IS1_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,,111673,IS1_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,
111674,IS2_avg_1k0mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111674,IS2_avg_1k0mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111674,IS2_avg_1k0mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111674,IS2_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,,111674,IS2_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,
111675,IS3_avg_1k0mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111675,IS3_avg_1k0mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111675,IS3_avg_1k0mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111675,IS3_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,,111675,IS3_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,
111676,IS4_avg_1k0mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111676,IS4_avg_1k0mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111676,IS4_avg_1k0mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111676,IS4_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,,111676,IS4_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,
111677,IS5_avg_1k0mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111677,IS5_avg_1k0mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111677,IS5_avg_1k0mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111677,IS5_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,,111677,IS5_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,
111678,IS6_avg_1k0mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111678,IS6_avg_1k0mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111678,IS6_avg_1k0mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111678,IS6_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,,111678,IS6_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,
111679,IS7_avg_1k0mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111679,IS7_avg_1k0mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111679,IS7_avg_1k0mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111679,IS7_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,,111679,IS7_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,
111680,IS8_avg_1k0mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111680,IS8_avg_1k0mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111680,IS8_avg_1k0mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111680,IS8_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,,111680,IS8_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,
111681,IS9_avg_1k0mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111681,IS9_avg_1k0mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111681,IS9_avg_1k0mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111681,IS9_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,,111681,IS9_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,
111682,IS10_avg_1k0mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111682,IS10_avg_1k0mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111682,IS10_avg_1k0mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111682,IS10_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,,111682,IS10_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,
111683,IS11_avg_1k0mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111683,IS11_avg_1k0mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111683,IS11_avg_1k0mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111683,IS11_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,,111683,IS11_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,
111684,IS12_avg_1k0mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111684,IS12_avg_1k0mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111684,IS12_avg_1k0mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111684,IS12_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,,111684,IS12_avg_1k0mode_acc_err_per400uA,-100,100,scaleNoScaling,%,,%1.3f,,
111685,IS2_avg_1k1mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111685,IS2_avg_1k1mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111685,IS2_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111685,IS2_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,111685,IS2_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,
111686,IS3_avg_1k1mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111686,IS3_avg_1k1mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111686,IS3_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111686,IS3_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,111686,IS3_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,
111687,IS4_avg_1k1mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111687,IS4_avg_1k1mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111687,IS4_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111687,IS4_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,111687,IS4_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,
111688,IS5_avg_1k1mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111688,IS5_avg_1k1mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111688,IS5_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111688,IS5_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,111688,IS5_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,
111689,IS6_avg_1k1mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111689,IS6_avg_1k1mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111689,IS6_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111689,IS6_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,111689,IS6_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,
111690,IS7_avg_1k1mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111690,IS7_avg_1k1mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111690,IS7_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111690,IS7_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,111690,IS7_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,
111691,IS8_avg_1k1mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111691,IS8_avg_1k1mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111691,IS8_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111691,IS8_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,111691,IS8_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,
111692,IS9_avg_1k1mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111692,IS9_avg_1k1mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111692,IS9_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111692,IS9_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,111692,IS9_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,
111693,IS10_avg_1k1mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111693,IS10_avg_1k1mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111693,IS10_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111693,IS10_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,111693,IS10_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,
111694,IS11_avg_1k1mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111694,IS11_avg_1k1mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111694,IS11_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111694,IS11_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,111694,IS11_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,
111695,IS12_avg_1k1mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111695,IS12_avg_1k1mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111695,IS12_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111695,IS12_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,111695,IS12_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,
111696,IS13_avg_1k1mode_acc_err_per400uA,-1.75,0.88,scaleNoScaling,%,,%1.3f,,,,,111696,IS13_avg_1k1mode_acc_err_per400uA,-2.81,3.12,scaleNoScaling,%,,%1.3f,,,,,111696,IS13_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,,,111696,IS13_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,,111696,IS13_avg_1k1mode_acc_err_per400uA,-2.5,2.5,scaleNoScaling,%,,%1.3f,,
111697,IS1_avg_1k0mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111697,IS1_avg_1k0mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111697,IS1_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111697,IS1_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111697,IS1_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111698,IS2_avg_1k0mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111698,IS2_avg_1k0mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111698,IS2_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111698,IS2_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111698,IS2_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111699,IS3_avg_1k0mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111699,IS3_avg_1k0mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111699,IS3_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111699,IS3_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111699,IS3_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111700,IS4_avg_1k0mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111700,IS4_avg_1k0mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111700,IS4_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111700,IS4_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111700,IS4_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111701,IS5_avg_1k0mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111701,IS5_avg_1k0mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111701,IS5_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111701,IS5_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111701,IS5_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111702,IS6_avg_1k0mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111702,IS6_avg_1k0mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111702,IS6_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111702,IS6_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111702,IS6_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111703,IS7_avg_1k0mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111703,IS7_avg_1k0mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111703,IS7_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111703,IS7_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111703,IS7_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111704,IS8_avg_1k0mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111704,IS8_avg_1k0mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111704,IS8_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111704,IS8_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111704,IS8_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111705,IS9_avg_1k0mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111705,IS9_avg_1k0mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111705,IS9_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111705,IS9_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111705,IS9_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111706,IS10_avg_1k0mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111706,IS10_avg_1k0mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111706,IS10_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111706,IS10_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111706,IS10_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111707,IS11_avg_1k0mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111707,IS11_avg_1k0mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111707,IS11_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111707,IS11_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111707,IS11_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111708,IS12_avg_1k0mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111708,IS12_avg_1k0mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111708,IS12_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111708,IS12_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111708,IS12_avg_1k0mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111709,IS2_avg_1k1mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111709,IS2_avg_1k1mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111709,IS2_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111709,IS2_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111709,IS2_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111710,IS3_avg_1k1mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111710,IS3_avg_1k1mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111710,IS3_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111710,IS3_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111710,IS3_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111711,IS4_avg_1k1mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111711,IS4_avg_1k1mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111711,IS4_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111711,IS4_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111711,IS4_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111712,IS5_avg_1k1mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111712,IS5_avg_1k1mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111712,IS5_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111712,IS5_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111712,IS5_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111713,IS6_avg_1k1mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111713,IS6_avg_1k1mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111713,IS6_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111713,IS6_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111713,IS6_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111714,IS7_avg_1k1mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111714,IS7_avg_1k1mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111714,IS7_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111714,IS7_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111714,IS7_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111715,IS8_avg_1k1mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111715,IS8_avg_1k1mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111715,IS8_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111715,IS8_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111715,IS8_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111716,IS9_avg_1k1mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111716,IS9_avg_1k1mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111716,IS9_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111716,IS9_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111716,IS9_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111717,IS10_avg_1k1mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111717,IS10_avg_1k1mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111717,IS10_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111717,IS10_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111717,IS10_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111718,IS11_avg_1k1mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111718,IS11_avg_1k1mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111718,IS11_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111718,IS11_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111718,IS11_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111719,IS12_avg_1k1mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111719,IS12_avg_1k1mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111719,IS12_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111719,IS12_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111719,IS12_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111720,IS13_avg_1k1mode_acc_err_per450uA,-2.25,2.25,scaleNoScaling,%,,%1.3f,,,,,111720,IS13_avg_1k1mode_acc_err_per450uA,-3,3,scaleNoScaling,%,,%1.3f,,,,,111720,IS13_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111720,IS13_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,,111720,IS13_avg_1k1mode_acc_err_per450uA,-100,100,scaleNoScaling,%,,%1.3f,,
111721,IS1_avg_1k0mode_acc_err_per550uA,-2,2,scaleNoScaling,%,,%1.3f,,,,,111721,IS1_avg_1k0mode_acc_err_per550uA,-2.75,2.75,scaleNoScaling,%,,%1.3f,,,,,111721,IS1_avg_1k0mode_acc_err_per550uA,-100,100,scaleNoScaling,%,,%1.3f,,,,,111721,IS1_avg_1k0mode_acc_err_per550uA,-100,100,scaleNoScaling,%,,%1.3f,,,111721,IS1_avg_1k0mode_acc_err_per550uA,-100,100,scaleNoScaling,%,,%1.3f,,
